1569301,9301,1
1516951,6951,2
1784700,4700,1
1287039,45066,1
1656948,56948,1
1630700,700,1
1307526,7526,1
1615590,5590,1
1250988,988,1
1322082,42082,1
1268882,82,1
1198884,8884,1
1152875,2875,1
1239112,9112,1
1592291,2291,2
1164050,50,1
1373717,10035,1
1475921,75921,1
1555978,978,2
1675535,10010,1
1451795,51795,1
1504559,4559,1
1422029,2029,1
1372602,72602,1
1464006,4006,1
1179260,9260,1
1391669,5024,1
1506073,20052,1
1603568,3568,2
1481759,55081,1
1716994,6994,1
1357958,57958,1
1343547,43547,2
1816154,154,1
1771705,71705,2
1109757,100189,2
1742983,5012,1
1795038,5014,1
1409012,9012,1
1718640,40055,1
1643127,3127,1
1733026,3026,1
1297630,7630,1
1471361,20019,1
1672397,2397,1
1578976,8976,1
1436391,6391,2
1706236,236,1
1264446,20066,1
1190262,35101,1
3041039,20049,1
2893711,125299,2
2576430,6430,1
1961606,61606,2
3123501,3501,1
3048083,8083,1
2788737,8737,1
2225021,5021,2
2128967,967,1
2030012,25076,1
1936126,6126,1
3108136,8136,2
2399754,9754,1
2809446,9446,2
2718583,8583,1
2043354,354,1
2909578,9578,2
2459183,9183,1
1947121,7121,2
2819876,9876,1
2582663,90213,1
3098677,677,1
3233625,3625,2
2486841,5021,1
3186061,6061,2
2328752,8752,1
2929388,9388,2
2114934,4934,1
3072454,2454,2
2842713,2713,1
2798992,8992,2
2973809,3809,1
2849186,10036,2
2518122,8122,1
2359296,9296,2
3136713,6713,1
2281325,1325,1
2648848,8848,2
2263059,3059,1
2553782,3782,1
3086411,6411,1
2250658,658,2
2899662,9662,2
2017382,7382,1
2871091,1091,1
2474286,4286,1
2102135,2135,1
2187869,7869,2
2694724,724,1
2411693,1693,1
2210894,894,1
2078194,8194,1
2066797,6797,2
1991792,1792,1
2659928,9928,2
2240326,40326,2
2439095,9095,1
3155355,5355,1
1975827,827,1
2885871,871,1
3245088,5088,1
3170057,57,1
2829838,9838,1
2915866,75188,1
2423054,3054,2
2006298,6298,1
2385929,929,1
2704414,4414,2
2745519,5519,1
3006291,291,1
2142369,2369,1
2536947,6947,1
3028792,792,1
2297278,7278,2
2028840,840,1
2544881,45116,1
2932735,10013,1
2604072,4072,2
2348429,8429,2
3201731,1731,1
2158306,306,1
2448853,8853,2
2068604,20019,1
2731575,1575,1
2172523,2523,2
3271268,1268,1
2564758,4758,2
3257476,7476,1
2632887,2887,1
2507194,7194,2
2957756,7756,1
2309713,9713,2
3213636,3636,2
2618293,8293,1
2197343,7343,2
2682724,2724,1
2375140,5140,2
2338329,8329,1
2772780,780,1
2759595,9595,2
5933021,3021,1
5879452,9452,2
5693259,259,1
4893014,3014,1
4555578,5578,2
3922961,2961,1
5070900,900,1
5160098,2135,1
4545487,5487,2
5477153,7153,1
3518457,8457,2
5842569,2569,1
4520694,694,1
3632434,2434,2
4439940,9940,1
6086266,6266,1
6009005,9005,2
4822627,2627,1
5173235,3235,1
4712934,2934,1
3775654,5654,2
3821587,1587,1
4581883,1883,1
5359706,9706,2
5979215,9215,1
5109921,921,1
5522359,2359,1
5228409,5043,1
4786025,6025,1
4937903,5029,1
4775491,5491,2
3503697,3697,1
4594499,4499,1
3764411,1411,1
5803134,2134,1
4466291,6291,2
6116543,1543,1
3833257,3257,1
5149908,9908,2
5495093,5093,1
5633176,20028,1
4908820,8820,2
4760898,898,1
6061910,1910,1
5463438,3438,1
4286725,6725,1
5862936,936,1
4238145,8145,2
5440228,1228,1
3910370,1370,1
